date,tournament,status,home_team,away_team,home_score,away_score,odds_1,odds_x,odds_2
27 Apr 2010,Superettan 2010,Finished,Trollhattan,Hammarby,0,2,3.60,3.50,2.04
27 Apr 2010,Superettan 2010,Finished,Falkenberg,Degerfors,1,2,1.85,3.60,4.20
27 Apr 2010,Superettan 2010,Finished,Sundsvall,Jonkoping,1,1,1.85,3.60,4.75
26 Apr 2010,Superettan 2010,Finished,Norrkoping,Brage,0,0,1.67,3.80,5.50
26 Apr 2010,Superettan 2010,Finished,Landskrona,Syrianska,1,2,2.60,3.25,2.75
26 Apr 2010,Superettan 2010,Finished,Orgryte,Ljungskile,0,0,1.95,3.50,4.20
25 Apr 2010,Superettan 2010,Finished,Angelholm,AFC Eskilstuna,2,2,1.67,3.75,5.15
22 Apr 2010,Superettan 2010,Finished,Assyriska FF,Oster,1,0,1.57,4.00,6.00
20 Apr 2010,Superettan 2010,Finished,Hammarby,Sundsvall,2,1,2.15,3.40,3.40
20 Apr 2010,Superettan 2010,Finished,Jonkoping,Angelholm,1,3,2.54,3.30,2.88
18 Apr 2010,Superettan 2010,Finished,Assyriska FF,Norrkoping,2,1,2.04,3.55,4.00
18 Apr 2010,Superettan 2010,Finished,Brage,Trollhattan,0,0,2.40,3.30,2.88
18 Apr 2010,Superettan 2010,Finished,Ljungskile,Landskrona,0,0,2.35,3.30,3.00
17 Apr 2010,Superettan 2010,Finished,AFC Eskilstuna,Falkenberg,0,1,2.70,3.30,2.54
17 Apr 2010,Superettan 2010,Finished,Oster,Syrianska,1,1,3.60,3.50,2.10
16 Apr 2010,Superettan 2010,Finished,Degerfors,Orgryte,0,1,3.50,3.40,2.15
13 Apr 2010,Superettan 2010,Finished,Angelholm,Hammarby,3,2,2.88,3.40,2.60
13 Apr 2010,Superettan 2010,Finished,Sundsvall,Brage,2,1,1.45,4.33,7.00
12 Apr 2010,Superettan 2010,Finished,Orgryte,AFC Eskilstuna,1,1,1.50,4.00,6.75
12 Apr 2010,Superettan 2010,Finished,Norrkoping,Oster,3,0,1.85,3.50,4.00
11 Apr 2010,Superettan 2010,Finished,Syrianska,Ljungskile,2,0,1.85,3.50,4.33
11 Apr 2010,Superettan 2010,Finished,Trollhattan,Assyriska FF,0,0,4.70,3.50,1.85
10 Apr 2010,Superettan 2010,Finished,Landskrona,Degerfors,1,0,1.62,3.80,5.50
10 Apr 2010,Superettan 2010,Finished,Falkenberg,Jonkoping,1,1,2.38,3.40,3.10
24 Oct 2009,Superettan 2009,Finished,AFC Eskilstuna,Qviding,1,1,2.10,3.40,3.40
24 Oct 2009,Superettan 2009,Finished,Ljungskile,Angelholm,3,0,2.10,3.50,3.40
24 Oct 2009,Superettan 2009,Finished,Jonkoping,Assyriska FF,3,3,5.50,3.75,1.75
24 Oct 2009,Superettan 2009,Finished,Atvidaberg,Mjallby,2,0,2.29,3.50,2.90
24 Oct 2009,Superettan 2009,Finished,Falkenberg,Norrkoping,1,1,2.40,3.45,3.10
24 Oct 2009,Superettan 2009,Finished,Landskrona,Sundsvall,5,2,3.30,3.50,2.15
24 Oct 2009,Superettan 2009,Finished,Syrianska,Sirius,1,0,1.83,3.80,4.00
24 Oct 2009,Superettan 2009,Finished,Trollhattan,Vasalund,3,1,2.20,3.50,3.30
18 Oct 2009,Superettan 2009,Finished,Angelholm,AFC Eskilstuna,2,0,2.10,3.40,3.20
18 Oct 2009,Superettan 2009,Finished,Assyriska FF,Landskrona,4,1,1.45,4.34,6.00
18 Oct 2009,Superettan 2009,Finished,Vasalund,Atvidaberg,0,1,3.10,3.30,2.20
18 Oct 2009,Superettan 2009,,,,-1,-1,,,
18 Oct 2009,Superettan 2009,Finished,Mjallby,Falkenberg,2,1,1.90,3.75,3.50
18 Oct 2009,Superettan 2009,Finished,Norrkoping,Jonkoping,1,0,1.65,3.75,5.00
18 Oct 2009,Superettan 2009,Finished,Sundsvall,Ljungskile,0,3,1.48,4.33,6.00
18 Oct 2009,Superettan 2009,Finished,Qviding,Syrianska,0,2,2.50,3.40,2.80
18 Oct 2009,Superettan 2009,Finished,Sirius,Trollhattan,3,0,2.10,3.40,3.25
12 Oct 2009,Superettan 2009,Finished,Sundsvall,AFC Eskilstuna,1,2,1.46,4.33,7.00
12 Oct 2009,Superettan 2009,Finished,Jonkoping,Falkenberg,4,1,2.50,3.35,2.75
12 Oct 2009,Superettan 2009,Finished,Landskrona,Norrkoping,2,3,3.10,3.35,2.38
11 Oct 2009,Superettan 2009,Finished,Syrianska,Angelholm,3,1,2.10,3.40,3.40
11 Oct 2009,Superettan 2009,Finished,Atvidaberg,Sirius,4,1,1.44,4.33,7.00
11 Oct 2009,Superettan 2009,Finished,Vasalund,Mjallby,2,1,3.25,3.60,2.15
10 Oct 2009,Superettan 2009,Finished,Ljungskile,Assyriska FF,1,1,2.60,3.40,2.63
10 Oct 2009,Superettan 2009,Finished,Trollhattan,Qviding,0,0,2.29,3.40,3.20
08 Oct 2009,Superettan 2009,Finished,Falkenberg,Landskrona,2,1,2.25,3.40,3.10
05 Oct 2009,Superettan 2009,Finished,Sundsvall,Syrianska,3,2,1.85,3.55,4.20
05 Oct 2009,Superettan 2009,Finished,Norrkoping,Ljungskile,1,1,2.00,3.55,3.75
05 Oct 2009,Superettan 2009,Finished,Sirius,Vasalund,2,0,2.10,3.50,3.50
04 Oct 2009,Superettan 2009,Finished,Assyriska FF,AFC Eskilstuna,4,0,1.65,3.80,5.50
04 Oct 2009,Superettan 2009,Finished,Qviding,Atvidaberg,2,0,4.00,3.60,1.91
04 Oct 2009,Superettan 2009,Finished,Mjallby,Jonkoping,0,0,1.80,3.75,4.34
03 Oct 2009,Superettan 2009,Finished,Angelholm,Trollhattan,3,4,1.57,3.90,6.00
28 Sep 2009,Superettan 2009,Finished,Landskrona,Jonkoping,2,4,1.67,4.00,5.00
27 Sep 2009,Superettan 2009,Finished,Syrianska,Assyriska FF,0,1,2.60,3.30,2.80
27 Sep 2009,Superettan 2009,Finished,AFC Eskilstuna,Norrkoping,0,0,2.80,3.30,2.50
27 Sep 2009,Superettan 2009,Finished,Ljungskile,Falkenberg,3,0,2.25,3.50,3.00
27 Sep 2009,Superettan 2009,Finished,Sirius,Mjallby,1,4,3.65,3.50,2.10
27 Sep 2009,Superettan 2009,Finished,Vasalund,Qviding,2,0,2.25,3.50,3.00
27 Sep 2009,Superettan 2009,Finished,Trollhattan,Sundsvall,1,1,3.85,3.65,1.91
26 Sep 2009,Superettan 2009,Finished,Atvidaberg,Angelholm,1,1,1.91,3.60,4.00
24 Sep 2009,Superettan 2009,Finished,Mjallby,Landskrona,0,0,1.67,3.75,5.50
21 Sep 2009,Superettan 2009,Finished,Jonkoping,Ljungskile,3,5,2.29,3.40,3.00
21 Sep 2009,Superettan 2009,Finished,Norrkoping,Syrianska,1,2,2.04,3.40,3.50
20 Sep 2009,Superettan 2009,Finished,Falkenberg,AFC Eskilstuna,0,2,1.60,3.80,6.00
20 Sep 2009,Superettan 2009,Finished,Angelholm,Vasalund,1,0,1.60,4.00,5.50
20 Sep 2009,Superettan 2009,Finished,Assyriska FF,Trollhattan,0,0,1.40,4.33,8.00
20 Sep 2009,Superettan 2009,Finished,Qviding,Sirius,0,0,1.91,3.50,3.80
20 Sep 2009,Superettan 2009,Finished,Sundsvall,Atvidaberg,1,2,1.85,3.60,4.33
15 Sep 2009,Superettan 2009,Finished,Atvidaberg,Assyriska FF,1,0,2.54,3.40,2.63
15 Sep 2009,Superettan 2009,Finished,AFC Eskilstuna,Jonkoping,0,0,2.29,3.40,3.00
14 Sep 2009,Superettan 2009,Finished,Sirius,Angelholm,0,2,2.50,3.35,2.75
14 Sep 2009,Superettan 2009,Finished,Trollhattan,Norrkoping,0,0,3.20,3.40,2.25
13 Sep 2009,Superettan 2009,Finished,Syrianska,Falkenberg,0,0,2.29,3.40,2.95
13 Sep 2009,Superettan 2009,Finished,Ljungskile,Landskrona,2,1,2.50,3.40,2.70
13 Sep 2009,Superettan 2009,Finished,Qviding,Mjallby,0,2,3.30,3.35,2.04
13 Sep 2009,Superettan 2009,Finished,Vasalund,Sundsvall,1,1,4.09,3.60,1.91
08 Sep 2009,Superettan 2009,Finished,Sundsvall,Sirius,2,0,1.45,4.33,7.50
08 Sep 2009,Superettan 2009,Finished,Norrkoping,Atvidaberg,2,2,2.38,3.45,3.00
07 Sep 2009,Superettan 2009,Finished,Landskrona,AFC Eskilstuna,2,0,1.67,3.80,5.50
07 Sep 2009,Superettan 2009,Finished,Angelholm,Qviding,1,0,1.83,3.50,4.20
07 Sep 2009,Superettan 2009,Finished,Jonkoping,Syrianska,1,4,2.50,3.45,2.70
06 Sep 2009,Superettan 2009,Finished,Assyriska FF,Vasalund,2,1,1.50,4.20,6.50
06 Sep 2009,Superettan 2009,Finished,Falkenberg,Trollhattan,7,0,1.57,3.95,5.50
05 Sep 2009,Superettan 2009,Finished,Mjallby,Ljungskile,2,1,1.50,4.33,7.50
01 Sep 2009,Superettan 2009,Finished,Syrianska,Landskrona,1,2,2.15,3.40,3.25
30 Aug 2009,Superettan 2009,Finished,Angelholm,Mjallby,0,0,3.25,3.40,2.25
30 Aug 2009,Superettan 2009,Finished,Sirius,Assyriska FF,5,0,3.40,3.40,2.25
30 Aug 2009,Superettan 2009,Finished,Trollhattan,Jonkoping,1,0,2.50,3.35,2.75
30 Aug 2009,Superettan 2009,Finished,Vasalund,Norrkoping,4,2,3.50,3.40,2.10
30 Aug 2009,Superettan 2009,Finished,Qviding,Sundsvall,1,1,3.50,3.40,2.10
29 Aug 2009,Superettan 2009,Finished,Atvidaberg,Falkenberg,0,3,1.83,3.55,4.33
28 Aug 2009,Superettan 2009,Finished,AFC Eskilstuna,Ljungskile,2,1,2.80,3.35,2.50
25 Aug 2009,Superettan 2009,Finished,Jonkoping,Atvidaberg,2,2,3.40,3.50,2.10
24 Aug 2009,Superettan 2009,Finished,Sundsvall,Angelholm,4,1,1.75,3.70,4.50
24 Aug 2009,Superettan 2009,Finished,Landskrona,Trollhattan,3,1,1.65,3.80,5.50
24 Aug 2009,Superettan 2009,Finished,Norrkoping,Sirius,3,0,1.70,3.75,5.00
23 Aug 2009,Superettan 2009,Finished,Mjallby,AFC Eskilstuna,1,1,1.33,4.59,9.30
23 Aug 2009,Superettan 2009,Finished,Assyriska FF,Qviding,1,1,1.60,3.70,5.80
23 Aug 2009,Superettan 2009,Finished,Falkenberg,Vasalund,5,0,1.65,3.60,5.25
23 Aug 2009,Superettan 2009,Finished,Ljungskile,Syrianska,0,2,2.20,3.40,3.00
20 Aug 2009,Superettan 2009,Finished,Sundsvall,Mjallby,1,1,2.50,3.40,2.70
20 Aug 2009,Superettan 2009,Finished,Atvidaberg,Landskrona,4,2,1.80,3.75,4.40
20 Aug 2009,Superettan 2009,Finished,Vasalund,Jonkoping,1,2,2.35,3.40,2.90
20 Aug 2009,Superettan 2009,Finished,Syrianska,AFC Eskilstuna,4,0,1.85,3.60,4.20
19 Aug 2009,Superettan 2009,Finished,Angelholm,Assyriska FF,1,1,2.60,3.40,2.70
19 Aug 2009,Superettan 2009,Finished,Sirius,Falkenberg,0,0,2.50,3.35,2.75
19 Aug 2009,Superettan 2009,Finished,Trollhattan,Ljungskile,1,1,3.00,3.40,2.38
19 Aug 2009,Superettan 2009,Finished,Qviding,Norrkoping,3,0,3.50,3.45,2.15
17 Aug 2009,Superettan 2009,Finished,Landskrona,Vasalund,5,0,1.80,3.60,4.20
16 Aug 2009,Superettan 2009,Finished,Norrkoping,Angelholm,3,0,2.15,3.60,3.35
16 Aug 2009,Superettan 2009,Finished,Assyriska FF,Sundsvall,4,2,2.29,3.40,3.00
16 Aug 2009,Superettan 2009,Finished,Ljungskile,Atvidaberg,2,1,2.60,3.30,2.70
16 Aug 2009,Superettan 2009,Finished,Falkenberg,Qviding,2,0,1.95,3.50,3.75
16 Aug 2009,Superettan 2009,Finished,Mjallby,Syrianska,1,1,1.44,4.34,8.25
15 Aug 2009,Superettan 2009,Finished,Jonkoping,Sirius,1,5,1.85,3.60,4.00
13 Aug 2009,Superettan 2009,Finished,AFC Eskilstuna,Trollhattan,2,0,2.00,3.50,4.00
10 Aug 2009,Superettan 2009,Finished,Sirius,Landskrona,0,3,2.40,3.45,2.85
09 Aug 2009,Superettan 2009,Finished,Assyriska FF,Mjallby,1,2,2.65,3.50,2.60
09 Aug 2009,Superettan 2009,Finished,Qviding,Jonkoping,3,2,2.50,3.40,2.75
09 Aug 2009,Superettan 2009,Finished,Vasalund,Ljungskile,1,0,2.80,3.40,2.40
09 Aug 2009,Superettan 2009,Finished,Trollhattan,Syrianska,3,2,2.90,3.35,2.40
09 Aug 2009,Superettan 2009,Finished,Angelholm,Falkenberg,2,0,2.10,3.50,3.40
08 Aug 2009,Superettan 2009,Finished,Atvidaberg,AFC Eskilstuna,2,0,1.44,4.33,7.50
06 Aug 2009,Superettan 2009,Finished,Sundsvall,Norrkoping,3,1,1.91,3.40,3.80
03 Aug 2009,Superettan 2009,Finished,Jonkoping,Angelholm,6,1,2.90,3.40,2.40
03 Aug 2009,Superettan 2009,Finished,Norrkoping,Assyriska FF,5,1,2.50,3.40,2.80
03 Aug 2009,Superettan 2009,Finished,Landskrona,Qviding,2,2,1.91,3.50,4.20
03 Aug 2009,Superettan 2009,Finished,Mjallby,Trollhattan,2,0,1.30,5.15,10.00
02 Aug 2009,Superettan 2009,Finished,Falkenberg,Sundsvall,2,3,2.70,3.30,2.60
02 Aug 2009,Superettan 2009,Finished,Ljungskile,Sirius,2,0,1.75,3.75,4.75
31 Jul 2009,Superettan 2009,Finished,AFC Eskilstuna,Vasalund,5,2,2.70,3.35,2.75
30 Jul 2009,Superettan 2009,Finished,Syrianska,Atvidaberg,2,2,2.90,3.40,2.38
28 Jul 2009,Superettan 2009,Finished,Mjallby,Norrkoping,1,0,1.57,4.00,5.75
27 Jul 2009,Superettan 2009,Finished,Sirius,AFC Eskilstuna,2,1,2.15,3.45,3.40
27 Jul 2009,Superettan 2009,Finished,Atvidaberg,Trollhattan,3,2,1.45,4.00,8.00
27 Jul 2009,Superettan 2009,Finished,Sundsvall,Jonkoping,4,1,1.73,3.75,5.25
26 Jul 2009,Superettan 2009,Finished,Assyriska FF,Falkenberg,0,2,1.57,4.00,5.50
26 Jul 2009,Superettan 2009,Finished,Qviding,Ljungskile,2,3,2.70,3.35,2.75
26 Jul 2009,Superettan 2009,Finished,Vasalund,Syrianska,1,2,2.54,3.50,2.63
25 Jul 2009,Superettan 2009,Finished,Angelholm,Landskrona,1,1,1.95,3.50,3.80
21 Jul 2009,Superettan 2009,Finished,Norrkoping,Mjallby,0,1,2.88,3.40,2.40
21 Jul 2009,Superettan 2009,Finished,Jonkoping,Sundsvall,4,6,3.00,3.40,2.29
20 Jul 2009,Superettan 2009,Finished,AFC Eskilstuna,Sirius,0,0,2.29,3.40,3.20
20 Jul 2009,Superettan 2009,Finished,Landskrona,Angelholm,0,1,2.63,3.30,2.75
19 Jul 2009,Superettan 2009,Finished,Falkenberg,Assyriska FF,0,2,2.88,3.35,2.40
19 Jul 2009,Superettan 2009,Finished,Ljungskile,Qviding,2,0,2.00,3.45,3.80
19 Jul 2009,Superettan 2009,Finished,Syrianska,Vasalund,1,1,2.04,3.50,4.20
18 Jul 2009,Superettan 2009,Finished,Trollhattan,Atvidaberg,0,1,3.75,3.45,2.00
16 Jul 2009,Superettan 2009,Finished,AFC Eskilstuna,Assyriska FF,0,2,4.75,3.75,1.75
14 Jul 2009,Superettan 2009,Finished,Mjallby,Atvidaberg,6,1,1.80,3.60,4.50
13 Jul 2009,Superettan 2009,Finished,Angelholm,Ljungskile,3,1,1.91,3.40,4.00
13 Jul 2009,Superettan 2009,Finished,Norrkoping,Falkenberg,5,1,2.00,3.50,3.80
13 Jul 2009,Superettan 2009,Finished,Sirius,Syrianska,3,1,3.05,3.40,2.40
12 Jul 2009,Superettan 2009,Finished,Qviding,AFC Eskilstuna,0,0,1.91,3.60,4.00
12 Jul 2009,Superettan 2009,Finished,Assyriska FF,Jonkoping,0,1,1.53,4.20,6.00
12 Jul 2009,Superettan 2009,Finished,Sundsvall,Landskrona,0,1,1.73,4.00,4.75
12 Jul 2009,Superettan 2009,Finished,Vasalund,Trollhattan,3,1,2.45,3.40,2.88
06 Jul 2009,Superettan 2009,Finished,Falkenberg,Mjallby,1,3,3.25,3.40,2.25
05 Jul 2009,Superettan 2009,Finished,AFC Eskilstuna,Angelholm,3,2,3.40,3.40,2.25
05 Jul 2009,Superettan 2009,Finished,Landskrona,Assyriska FF,1,3,2.60,3.40,2.60
05 Jul 2009,Superettan 2009,Finished,Atvidaberg,Vasalund,5,0,1.50,4.20,6.35
05 Jul 2009,Superettan 2009,Finished,Ljungskile,Sundsvall,2,2,2.70,3.40,2.60
05 Jul 2009,Superettan 2009,Finished,Syrianska,Qviding,3,1,1.75,3.60,5.00
05 Jul 2009,Superettan 2009,Finished,Trollhattan,Sirius,5,2,2.20,3.45,3.30
04 Jul 2009,Superettan 2009,Finished,Jonkoping,Norrkoping,1,2,2.40,3.40,2.90
14 Jun 2009,Superettan 2009,Finished,Assyriska FF,Ljungskile,2,1,1.70,3.70,5.00
14 Jun 2009,Superettan 2009,Finished,Mjallby,Vasalund,6,0,1.37,4.75,9.00
14 Jun 2009,Superettan 2009,Finished,Qviding,Trollhattan,1,3,1.75,3.55,4.50
14 Jun 2009,Superettan 2009,Finished,Falkenberg,Jonkoping,1,0,2.00,3.40,3.75
13 Jun 2009,Superettan 2009,Finished,AFC Eskilstuna,Sundsvall,1,2,3.75,3.45,2.10
13 Jun 2009,Superettan 2009,Finished,Angelholm,Syrianska,3,1,2.20,3.40,3.50
13 Jun 2009,Superettan 2009,Finished,Sirius,Atvidaberg,1,1,4.00,3.50,2.00
13 Jun 2009,Superettan 2009,Finished,Norrkoping,Landskrona,2,4,1.90,3.50,3.80
11 Jun 2009,Superettan 2009,Finished,Jonkoping,Mjallby,0,3,3.25,3.45,2.10
09 Jun 2009,Superettan 2009,Finished,Syrianska,Sundsvall,1,2,2.40,3.40,2.88
08 Jun 2009,Superettan 2009,Finished,Trollhattan,Angelholm,1,2,3.10,3.40,2.25
07 Jun 2009,Superettan 2009,Finished,Landskrona,Falkenberg,1,3,2.20,3.40,3.40
07 Jun 2009,Superettan 2009,Finished,Atvidaberg,Qviding,4,0,1.91,3.50,4.00
07 Jun 2009,Superettan 2009,Finished,Ljungskile,Norrkoping,2,2,2.50,3.40,2.85
07 Jun 2009,Superettan 2009,Finished,Vasalund,Sirius,3,4,2.00,3.50,3.60
01 Jun 2009,Superettan 2009,Finished,Norrkoping,AFC Eskilstuna,0,0,1.62,3.75,5.50
01 Jun 2009,Superettan 2009,Finished,Jonkoping,Landskrona,0,2,2.54,3.25,2.90
31 May 2009,Superettan 2009,Finished,Angelholm,Atvidaberg,0,1,2.38,3.45,3.00
31 May 2009,Superettan 2009,Finished,Assyriska FF,Syrianska,0,1,2.10,3.40,3.60
31 May 2009,Superettan 2009,Finished,Falkenberg,Ljungskile,1,0,2.40,3.40,3.10
31 May 2009,Superettan 2009,Finished,Mjallby,Sirius,4,0,1.36,5.25,9.00
31 May 2009,Superettan 2009,Finished,Qviding,Vasalund,1,1,2.00,3.45,3.75
31 May 2009,Superettan 2009,Finished,Sundsvall,Trollhattan,0,0,1.57,4.09,6.50
28 May 2009,Superettan 2009,Finished,Syrianska,Norrkoping,2,1,2.50,3.35,2.75
26 May 2009,Superettan 2009,Finished,AFC Eskilstuna,Falkenberg,1,2,2.50,3.30,2.70
25 May 2009,Superettan 2009,Finished,Trollhattan,Assyriska FF,0,2,3.75,3.40,2.00
25 May 2009,Superettan 2009,Finished,Atvidaberg,Sundsvall,3,1,2.40,3.30,3.00
25 May 2009,Superettan 2009,Finished,Landskrona,Mjallby,0,1,2.80,3.40,2.40
25 May 2009,Superettan 2009,Finished,Sirius,Qviding,2,3,2.38,3.40,2.90
24 May 2009,Superettan 2009,Finished,Vasalund,Angelholm,2,1,2.88,3.30,2.45
24 May 2009,Superettan 2009,Finished,Ljungskile,Jonkoping,0,1,2.10,3.40,3.75
21 May 2009,Superettan 2009,Finished,Mjallby,Qviding,0,1,1.44,4.33,7.25
21 May 2009,Superettan 2009,Finished,Jonkoping,AFC Eskilstuna,0,2,1.67,3.80,5.55
21 May 2009,Superettan 2009,Finished,Assyriska FF,Atvidaberg,2,1,1.85,3.50,4.20
21 May 2009,Superettan 2009,Finished,Falkenberg,Syrianska,0,1,2.25,3.40,3.00
21 May 2009,Superettan 2009,Finished,Landskrona,Ljungskile,0,3,1.91,3.50,4.00
21 May 2009,Superettan 2009,Finished,Norrkoping,Trollhattan,0,0,1.62,3.75,5.50
20 May 2009,Superettan 2009,Finished,Angelholm,Sirius,2,0,1.67,3.75,5.50
20 May 2009,Superettan 2009,Finished,Sundsvall,Vasalund,2,0,1.57,4.00,6.00
18 May 2009,Superettan 2009,Finished,Atvidaberg,Norrkoping,0,2,2.04,3.40,3.50
17 May 2009,Superettan 2009,Finished,AFC Eskilstuna,Landskrona,2,0,4.00,3.60,1.83
17 May 2009,Superettan 2009,Finished,Qviding,Angelholm,3,1,2.88,3.35,2.50
17 May 2009,Superettan 2009,Finished,Vasalund,Assyriska FF,0,0,3.60,3.45,2.10
17 May 2009,Superettan 2009,Finished,Trollhattan,Falkenberg,0,1,2.50,3.35,2.88
17 May 2009,Superettan 2009,Finished,Syrianska,Jonkoping,0,1,2.00,3.45,3.80
17 May 2009,Superettan 2009,Finished,Ljungskile,Mjallby,0,4,2.80,3.40,2.70
17 May 2009,Superettan 2009,Finished,Sirius,Sundsvall,1,0,3.60,3.50,2.10
11 May 2009,Superettan 2009,Finished,Norrkoping,Vasalund,3,4,1.62,3.80,5.75
10 May 2009,Superettan 2009,Finished,Falkenberg,Atvidaberg,0,1,2.50,3.30,2.75
10 May 2009,Superettan 2009,Finished,Ljungskile,AFC Eskilstuna,4,1,1.67,4.00,5.75
10 May 2009,Superettan 2009,Finished,Mjallby,Angelholm,2,2,1.85,3.50,4.20
10 May 2009,Superettan 2009,Finished,Assyriska FF,Sirius,2,1,1.53,4.20,6.50
10 May 2009,Superettan 2009,Finished,Sundsvall,Qviding,1,1,1.50,4.00,6.50
07 May 2009,Superettan 2009,Finished,Jonkoping,Trollhattan,2,0,1.91,3.50,4.20
07 May 2009,Superettan 2009,Finished,Landskrona,Syrianska,2,0,2.25,3.25,3.25
05 May 2009,Superettan 2009,Finished,Angelholm,Sundsvall,0,1,2.25,3.30,3.20
04 May 2009,Superettan 2009,Finished,AFC Eskilstuna,Mjallby,0,0,5.00,3.75,1.73
04 May 2009,Superettan 2009,Finished,Atvidaberg,Jonkoping,2,2,2.00,3.50,3.80
04 May 2009,Superettan 2009,Finished,Sirius,Norrkoping,1,1,3.00,3.40,2.38
03 May 2009,Superettan 2009,Finished,Qviding,Assyriska FF,0,3,2.80,3.30,2.50
03 May 2009,Superettan 2009,Finished,Vasalund,Falkenberg,0,1,2.40,3.40,2.80
03 May 2009,Superettan 2009,Finished,Trollhattan,Landskrona,1,1,3.30,3.30,2.29
03 May 2009,Superettan 2009,Finished,Syrianska,Ljungskile,4,2,2.10,3.40,3.40
30 Apr 2009,Superettan 2009,Finished,Landskrona,Atvidaberg,0,1,2.00,3.50,3.60
29 Apr 2009,Superettan 2009,Finished,AFC Eskilstuna,Syrianska,2,2,4.00,3.50,1.91
29 Apr 2009,Superettan 2009,Finished,Assyriska FF,Angelholm,2,1,2.10,3.40,3.50
29 Apr 2009,Superettan 2009,Finished,Falkenberg,Sirius,3,1,2.00,3.40,3.60
29 Apr 2009,Superettan 2009,Finished,Jonkoping,Vasalund,3,1,1.91,3.80,4.00
29 Apr 2009,Superettan 2009,Finished,Ljungskile,Trollhattan,0,1,1.70,3.60,5.00
29 Apr 2009,Superettan 2009,Finished,Mjallby,Sundsvall,4,2,2.00,3.40,3.60
29 Apr 2009,Superettan 2009,Finished,Norrkoping,Qviding,1,1,1.70,3.60,5.50
24 Apr 2009,Superettan 2009,Finished,Angelholm,Norrkoping,2,1,2.20,3.40,3.20
24 Apr 2009,Superettan 2009,Finished,Syrianska,Mjallby,1,2,2.80,3.30,2.50
23 Apr 2009,Superettan 2009,Finished,Sundsvall,Assyriska FF,2,0,2.00,3.50,3.60
23 Apr 2009,Superettan 2009,Finished,Atvidaberg,Ljungskile,2,0,2.38,3.30,3.10
22 Apr 2009,Superettan 2009,Finished,Trollhattan,AFC Eskilstuna,1,0,2.15,3.25,3.60
22 Apr 2009,Superettan 2009,Finished,Qviding,Falkenberg,2,3,1.83,3.60,4.50
22 Apr 2009,Superettan 2009,Finished,Sirius,Jonkoping,0,0,2.25,3.30,3.25
22 Apr 2009,Superettan 2009,Finished,Vasalund,Landskrona,1,3,2.80,3.30,2.63
21 Apr 2009,Superettan 2009,Finished,Norrkoping,Sundsvall,2,2,2.38,3.30,2.80
19 Apr 2009,Superettan 2009,Finished,Ljungskile,Vasalund,1,1,1.91,3.60,3.80
19 Apr 2009,Superettan 2009,Finished,Falkenberg,Angelholm,0,4,2.75,3.40,2.50
19 Apr 2009,Superettan 2009,Finished,Mjallby,Assyriska FF,4,0,2.38,3.40,2.90
19 Apr 2009,Superettan 2009,Finished,Landskrona,Sirius,3,0,1.80,3.60,4.20
19 Apr 2009,Superettan 2009,Finished,Syrianska,Trollhattan,2,1,1.53,3.80,6.50
18 Apr 2009,Superettan 2009,Finished,AFC Eskilstuna,Atvidaberg,0,2,2.88,3.20,2.29
18 Apr 2009,Superettan 2009,Finished,Jonkoping,Qviding,1,0,2.38,3.30,2.88
14 Apr 2009,Superettan 2009,Finished,Sirius,Ljungskile,2,2,2.70,3.25,2.63
13 Apr 2009,Superettan 2009,Finished,Qviding,Landskrona,2,1,2.50,3.30,3.20
13 Apr 2009,Superettan 2009,Finished,Vasalund,AFC Eskilstuna,2,0,2.38,3.50,3.30
13 Apr 2009,Superettan 2009,Finished,Angelholm,Jonkoping,2,1,1.91,3.60,4.33
13 Apr 2009,Superettan 2009,Finished,Atvidaberg,Syrianska,1,2,2.10,3.50,3.40
13 Apr 2009,Superettan 2009,Finished,Sundsvall,Falkenberg,2,1,1.53,3.75,7.50
13 Apr 2009,Superettan 2009,Finished,Trollhattan,Mjallby,0,1,4.00,3.60,1.91
11 Apr 2009,Superettan 2009,Finished,Assyriska FF,Norrkoping,3,0,2.25,3.30,3.20
25 Oct 2008,Superettan 2008,Finished,AFC Eskilstuna,Atvidaberg,1,2,2.29,3.50,3.00
25 Oct 2008,Superettan 2008,Finished,Assyriska FF,Angelholm,1,2,1.62,4.00,5.65
25 Oct 2008,Superettan 2008,Finished,Brommapojkarna,Degerfors,2,0,1.60,4.33,6.00
25 Oct 2008,Superettan 2008,Finished,Jonkoping,Bunkeflo IF,1,1,2.75,3.30,3.00
25 Oct 2008,Superettan 2008,Finished,Enkoping SK,Mjallby,2,1,2.00,3.75,3.50
25 Oct 2008,Superettan 2008,Finished,Qviding,Falkenberg,1,2,2.00,3.60,3.75
25 Oct 2008,Superettan 2008,Finished,Hacken,Landskrona,4,0,1.30,6.00,11.00
25 Oct 2008,Superettan 2008,Finished,Sirius,Orgryte,2,2,2.88,3.50,2.40
19 Oct 2008,Superettan 2008,Finished,Orgryte,AFC Eskilstuna,3,0,1.33,5.00,9.00
19 Oct 2008,Superettan 2008,Finished,Angelholm,Jonkoping,6,0,1.70,3.65,4.75
19 Oct 2008,Superettan 2008,Finished,Landskrona,Assyriska FF,0,3,3.50,3.60,2.00
19 Oct 2008,Superettan 2008,Finished,Atvidaberg,Brommapojkarna,0,2,2.29,3.40,3.00
19 Oct 2008,Superettan 2008,Finished,Bunkeflo IF,Sirius,1,1,2.10,3.50,3.50
